processed,prod_ID,category
serrano chily,25,Other Vegetables
serrano ham,37,Pig Meat
serrano pepper,25,Other Vegetables
sesame and ginger marinade,23,Root Vegetables
sesame breadstick,1,Wheat & Rye (Bread)
sesame chili oil,25,Other Vegetables
seven-grain bread,1,Wheat & Rye (Bread)
seville orange,26,Citrus Fruit
shallot,23,Root Vegetables
shallot salt,23,Root Vegetables
shaoxing wine,30,Wine
sharp american cheese,40,Cheese
sharp canadian cheddar cheese,40,Cheese
sharp cheddar cheese,40,Cheese
sharp cheese,40,Cheese
sharp processed cheese spread,40,Cheese
sharp white cheddar cheese,40,Cheese
shell steak,34,Beef (beef herd)
shelled pea,11,Peas
sherbet,39,Milk
sherry wine,30,Wine
sherry wine vinegar,30,Wine
shiitake mushroom,25,Other Vegetables
shiitake mushroom cap,25,Other Vegetables
shin beef,34,Beef (beef herd)
shiraz wine,30,Wine
shitake mushroom,25,Other Vegetables
shoe peg corn,2,Maize (Meal)
shoestring carrot,23,Root Vegetables
shoestring potato,6,Potatoes
short rib of beef,34,Beef (beef herd)
short-grain brown rice,5,Rice
short-grain rice,5,Rice
short-grain white rice,5,Rice
shortbread,1,Wheat & Rye (Bread)
shortbread cookie,1,Wheat & Rye (Bread)
shortbread cookies,1,Wheat & Rye (Bread)
shortbread pie crust,1,Wheat & Rye (Bread)
shortcut bacon,37,Pig Meat
shoulder lamb chop,35,Beef (dairy herd)
shredded cheddar cheese,40,Cheese
shredded coconut,31,Other Fruit
shredded hash brown potato,6,Potatoes
shredded low-moisture part-skim mozzarella cheese,40,Cheese
shredded mild cheddar cheese,40,Cheese
shredded mozzarella cheese,40,Cheese
shredded parmesan cheese,40,Cheese
shredded pork,37,Pig Meat
shredded sharp cheddar cheese,40,Cheese
shredded three cheese,40,Cheese
shredded triple cheddar cheese,40,Cheese
shredded wheat biscuit,1,Wheat & Rye (Bread)
shredded wheat cereal,1,Wheat & Rye (Bread)
shredded whole wheat cereal,1,Wheat & Rye (Bread)
shrimp,43,Shrimps (farmed)
shrimp boil,43,Shrimps (farmed)
shrimp boil seasoning,43,Shrimps (farmed)
shrimp bouillon,43,Shrimps (farmed)
shrimp bouillon cube,43,Shrimps (farmed)
shrimp paste,43,Shrimps (farmed)
shrimp ramen noodle soup,43,Shrimps (farmed)
shrimp sauce,43,Shrimps (farmed)
shrimp shell,43,Shrimps (farmed)
shrimp stock,43,Shrimps (farmed)
side bacon,37,Pig Meat
silken tofu,15,Tofu
silver beet,23,Root Vegetables
simply macaroni & cheese,40,Cheese
single strength beef broth,34,Beef (beef herd)
sirloin beef,34,Beef (beef herd)
sirloin lamb chop,35,Beef (dairy herd)
sirloin pork chop,37,Pig Meat
sirloin steak,34,Beef (beef herd)
sirloin strip steak,34,Beef (beef herd)
sirloin tip steak,34,Beef (beef herd)
skim evaporated milk,39,Milk
skim milk,39,Milk
skim milk buttermilk,39,Milk
skim milk powder,39,Milk
skim milk ricotta cheese,40,Cheese
skim milk yogurt,39,Milk
skinned chicken breast,38,Poultry Meat
skirt steak,34,Beef (beef herd)
sliced almond,12,Nuts
sliced apple,28,Apples
sliced mushroom,25,Other Vegetables
sliced peaches in juice,31,Other Fruit
sliced water chestnut,12,Nuts
small curd cottage cheese,40,Cheese
small mushroom,25,Other Vegetables
small onion,22,Onions & Leeks
small potato,6,Potatoes
small red potato,6,Potatoes
small shrimp,43,Shrimps (farmed)
small white bean,10,Other Pulses
small white potato,6,Potatoes
small whole potato,6,Potatoes
small whole wheat pasta shell,1,Wheat & Rye (Bread)
small-curd cottage cheese,40,Cheese
smithfield ham,37,Pig Meat
smoked almond,12,Nuts
smoked back bacon,37,Pig Meat
smoked bacon,37,Pig Meat
smoked beef,34,Beef (beef herd)
smoked cheddar cheese,40,Cheese
smoked cheese,40,Cheese
smoked chicken,38,Poultry Meat
smoked chicken breast,38,Poultry Meat
smoked cod,42,Fish (farmed)
smoked fish fillet,42,Fish (farmed)
smoked gouda cheese,40,Cheese
smoked ham,37,Pig Meat
smoked ham hock,37,Pig Meat
smoked mackerel,42,Fish (farmed)
smoked mackerel fillet,42,Fish (farmed)
smoked mozzarella cheese,40,Cheese
smoked pork,37,Pig Meat
smoked pork chop,37,Pig Meat
smoked pork hock,37,Pig Meat
smoked pork shoulder,37,Pig Meat
smoked provolone cheese,40,Cheese
smoked salmon,42,Fish (farmed)
smoked streaky bacon,37,Pig Meat
smoked swiss cheese,40,Cheese
smoked tofu,15,Tofu
smoked trout,42,Fish (farmed)
smoked trout fillet,42,Fish (farmed)
smoked turkey,38,Poultry Meat
smoked turkey breast,38,Poultry Meat
smoked turkey leg,38,Poultry Meat
smooth peanut butter,13,Groundnuts
snake bean,10,Other Pulses
snap pea,11,Peas
snow pea,11,Peas
snow pea pod,11,Peas
snow pea sprout,11,Peas
sockeye salmon,42,Fish (farmed)
soft bread cube,1,Wheat & Rye (Bread)
soft breadcrumb,1,Wheat & Rye (Bread)
soft breadstick,1,Wheat & Rye (Bread)
soft brown sugar,8,Cane Sugar
soft cheese,40,Cheese
soft coconut macaroon,31,Other Fruit
soft cracker bread,1,Wheat & Rye (Bread)
soft cream cheese,40,Cheese
soft fresh goat cheese,40,Cheese
soft silken tofu,15,Tofu
soft stale bread crumb,1,Wheat & Rye (Bread)
soft tofu,15,Tofu
soft white bread cube,1,Wheat & Rye (Bread)
solid pack pumpkin,25,Other Vegetables
solid white tuna,42,Fish (farmed)
solid white tuna packed in water,42,Fish (farmed)
solid-pack pumpkin,25,Other Vegetables
sorbet,31,Other Fruit
sour apple,28,Apples
sour apple liqueur,28,Apples
sour apple schnapp,28,Apples
sour cherry,31,Other Fruit
sour cream and cheddar potato chip,40,Cheese
sour cream and chive cream cheese,40,Cheese
sour cream and chive mashed potato,6,Potatoes
sour cream and chives potato mix,6,Potatoes
sour cream and onion potato chip,22,Onions & Leeks
sour milk,39,Milk
sour orange,26,Citrus Fruit
sour orange juice,26,Citrus Fruit
sour pitted cherry,31,Other Fruit
sour raspberry liqueur,29,Berries & Grapes
sourdough bread,1,Wheat & Rye (Bread)
sourdough bread round,1,Wheat & Rye (Bread)
sourdough breadcrumb,1,Wheat & Rye (Bread)
sourdough hamburger bun,1,Wheat & Rye (Bread)
soured milk,39,Milk
southwestern chicken strip,38,Poultry Meat
southwestern cornbread stuffing mix,2,Maize (Meal)
southwestern-seasoned chicken breast,38,Poultry Meat
soy cheddar cheese,40,Cheese
soy coffee creamer,14,Soymilk
soy cream cheese,40,Cheese
soy ice cream,39,Milk
soy mozzarella cheese,40,Cheese
soy oil,16,Soybean Oil
soya milk,14,Soymilk
soya oil,16,Soybean Oil
soybean oil,16,Soybean Oil
soymilk,14,Soymilk
soymilk lite,14,Soymilk
soymilk powder,14,Soymilk
spaghetti squash,25,Other Vegetables
spanish olive oil,20,Olive Oil
spanish onion,22,Onions & Leeks
spanish peanut,13,Groundnuts
spanish rice,5,Rice
spanish rice mix,5,Rice
sparkling apple cider,28,Apples
sparkling grape juice,29,Berries & Grapes
sparkling rose wine,30,Wine
sparkling white wine,30,Wine
sparkling wine,30,Wine
spearmint,31,Other Fruit
spelt berry,29,Berries & Grapes
spicy black bean burger,10,Other Pulses
spicy refried bean,10,Other Pulses
spicy tomato salsa,25,Other Vegetables
spicy tomato sauce,21,Tomatoes
spicy vegetable juice,24,Brassicas
spinach,25,Other Vegetables
spinach and cheese tortellini,40,Cheese
spinach leaf,25,Other Vegetables
spiral cut ham,37,Pig Meat
splash berry blend,29,Berries & Grapes
split chickpea,10,Other Pulses
split pea,11,Peas
split pea and ham soup,37,Pig Meat
split red lentil,10,Other Pulses
split yellow lentil,10,Other Pulses
spring green,25,Other Vegetables
squash,25,Other Vegetables
squash blossom,25,Other Vegetables
squash puree,25,Other Vegetables
squirtable cheese spread,40,Cheese
stale bread,1,Wheat & Rye (Bread)
star fruit,31,Other Fruit
steak,34,Beef (beef herd)
steak fillet,34,Beef (beef herd)
steak-um,34,Beef (beef herd)
steamed rice,5,Rice
steel cut oat,4,Oatmeal
stew beef chunk,34,Beef (beef herd)
stewed tomato,21,Tomatoes
stewing beef,34,Beef (beef herd)
stewing chicken,38,Poultry Meat
stewing lamb,35,Beef (dairy herd)
sticky rice,5,Rice
stilton cheese,40,Cheese
stir fry vegetable,24,Brassicas
stir-fry beef,34,Beef (beef herd)
stolichnaya raspberry vodka,29,Berries & Grapes
stone ground whole wheat flmy,1,Wheat & Rye (Bread)
stone-ground white cornmeal,2,Maize (Meal)
stone-ground yellow cornmeal,2,Maize (Meal)
stout beer,3,Barley (Beer)
stove top chicken stuffing mix,38,Poultry Meat
strained peaches baby food,31,Other Fruit
straw mushroom,25,Other Vegetables
strawberry,29,Berries & Grapes
strawberry all-fruit spread,29,Berries & Grapes
strawberry cool whip,29,Berries & Grapes
strawberry cream cheese,40,Cheese
strawberry cream liqueur,29,Berries & Grapes
strawberry daiquiri mix,29,Berries & Grapes
strawberry danish dessert mix,29,Berries & Grapes
strawberry drink mix,29,Berries & Grapes
strawberry extract,29,Berries & Grapes
strawberry frozen yogurt,39,Milk
strawberry glaze,29,Berries & Grapes
strawberry ice cream,29,Berries & Grapes
strawberry ice cream topping,29,Berries & Grapes
strawberry jam,29,Berries & Grapes
strawberry jelly,29,Berries & Grapes
strawberry juice,29,Berries & Grapes
strawberry liqueur,29,Berries & Grapes
strawberry margarita mix,29,Berries & Grapes
strawberry milk mix,29,Berries & Grapes
strawberry muffin mix,29,Berries & Grapes
strawberry nesquik powder,29,Berries & Grapes
strawberry pie filling,29,Berries & Grapes
strawberry preserve,29,Berries & Grapes
strawberry puree,29,Berries & Grapes
strawberry sauce,29,Berries & Grapes
strawberry schnapp,29,Berries & Grapes
strawberry slice,29,Berries & Grapes
strawberry sorbet,31,Other Fruit
strawberry syrup,29,Berries & Grapes
strawberry tea bag,29,Berries & Grapes
strawberry vodka,29,Berries & Grapes
strawberry yogurt,39,Milk
strawberry-banana yogurt,39,Milk
streaky bacon,37,Pig Meat
string bean,10,Other Pulses
strip steak,34,Beef (beef herd)
strong black coffee,32,Coffee
strong coffee,32,Coffee
submarine bun,1,Wheat & Rye (Bread)
submarine sandwich bread,1,Wheat & Rye (Bread)
sugar,8,Cane Sugar
sugar cane,8,Cane Sugar
sugar crystal,8,Cane Sugar
sugar cube,8,Cane Sugar
sugar ice cream cone,8,Cane Sugar
sugar pumpkin,25,Other Vegetables
sugar snap pea,11,Peas
sugar syrup,8,Cane Sugar
sugar twin,8,Cane Sugar
summer squash,25,Other Vegetables
sun-dried cranberry,29,Berries & Grapes
sun-dried tomato,21,Tomatoes
sun-dried tomato alfredo sauce,21,Tomatoes
sun-dried tomato olive oil,20,Olive Oil
sun-dried tomato packed in oil,21,Tomatoes
sun-dried tomato paste,21,Tomatoes
sun-dried tomato pesto,21,Tomatoes
sun-dried tomato polentum,21,Tomatoes
sun-dried tomato puree,21,Tomatoes
sun-dried tomatoes packed in oil,21,Tomatoes
sunburst mango,31,Other Fruit
sunflower oil,18,Sunflower Oil
sunny delight orange drink,26,Citrus Fruit
superfine sugar,8,Cane Sugar
sushi rice,5,Rice
swede,23,Root Vegetables
sweet and sour plum sauce,31,Other Fruit
sweet apple,28,Apples
sweet apple cider,28,Apples
sweet asian chicken chili sauce,25,Other Vegetables
sweet baking chocolate,33,Dark Chocolate
sweet bean paste,10,Other Pulses
sweet bell pepper,25,Other Vegetables
sweet bread,1,Wheat & Rye (Bread)
sweet brown rice,5,Rice
sweet cherry,31,Other Fruit
sweet chili sauce,25,Other Vegetables
sweet chocolate,33,Dark Chocolate
sweet chocolate square,33,Dark Chocolate
sweet corn,2,Maize (Meal)
sweet corn relish,2,Maize (Meal)
sweet dessert wine,30,Wine
sweet green pepper,25,Other Vegetables
sweet ground chocolate and cocoa,33,Dark Chocolate
sweet mango,31,Other Fruit
sweet marsala wine,30,Wine
sweet milk,39,Milk
sweet onion,22,Onions & Leeks
sweet onion and pepper relish,22,Onions & Leeks
sweet orange,26,Citrus Fruit
sweet pea,11,Peas
sweet pepper,25,Other Vegetables
sweet potato,23,Root Vegetables
sweet potato baby food,23,Root Vegetables
sweet potato flmy,23,Root Vegetables
sweet potato puree,23,Root Vegetables
sweet potatoes in syrup,23,Root Vegetables
sweet red apple,28,Apples
sweet red cherry pepper,25,Other Vegetables
sweet red onion,22,Onions & Leeks
sweet red pepper,25,Other Vegetables
sweet red wine,30,Wine
sweet rice,5,Rice
sweet rice flmy,5,Rice
sweet white onion,22,Onions & Leeks
sweet white wine,30,Wine
sweet whole kernel corn,2,Maize (Meal)
sweet wine,30,Wine
sweet yellow onion,22,Onions & Leeks
sweetcorn,2,Maize (Meal)
sweetened coconut,31,Other Fruit
sweetened coconut milk,31,Other Fruit
sweetened condensed milk,39,Milk
sweetened flaked coconut,31,Other Fruit
sweetened lime juice,26,Citrus Fruit
swiss brown mushroom,25,Other Vegetables
swiss cheese,40,Cheese
swiss steak,34,Beef (beef herd)
swordfish,42,Fish (farmed)
swordfish fillet,42,Fish (farmed)
swordfish steak,42,Fish (farmed)
syrian cheese,40,Cheese
szechuan hot bean sauce,10,Other Pulses
szechwan chili sauce,25,Other Vegetables
szechwan pepper,25,Other Vegetables
szechwan preserved vegetable,24,Brassicas
t-bone type lamb chop,35,Beef (dairy herd)
tabasco pepper,25,Other Vegetables
taco blend cheese,40,Cheese
taco cheese,40,Cheese
taco-seasoned cheddar cheese,40,Cheese
taleggio,41,Eggs
tang orange crystal,26,Citrus Fruit
tangerine,26,Citrus Fruit
tangerine juice,26,Citrus Fruit
tangerine juice concentrate,26,Citrus Fruit
tangerine peel,26,Citrus Fruit
tangerine zest,26,Citrus Fruit
"tangerine, zest of",26,Citrus Fruit
"tangerines, zest of",26,Citrus Fruit
tapioca,7,Cassava
tapioca flmy,7,Cassava
tapioca starch,7,Cassava
tarragon white wine vinegar,30,Wine
tart apple,28,Apples
tart baking apple,28,Apples
tart cherry,31,Other Fruit
tart cooking apple,28,Apples
tart green apple,28,Apples
tart red cherry,31,Other Fruit
tasty cheese,40,Cheese
tea biscuit,1,Wheat & Rye (Bread)
teddy grahams chocolate graham snack,1,Wheat & Rye (Bread)
teddy grahams honey graham snack,1,Wheat & Rye (Bread)
tempeh,15,Tofu
tempeh bacon,15,Tofu
tex-mex cheese,40,Cheese
texas sweet onion,22,Onions & Leeks
texas toast thick bread,1,Wheat & Rye (Bread)
textured vegetable protein,24,Brassicas
thai chili paste,25,Other Vegetables
thai fish sauce,42,Fish (farmed)
thai green chili,25,Other Vegetables
thai pepper,25,Other Vegetables
thai red chili pepper,25,Other Vegetables
thai rice,5,Rice
thai rice noodle,5,Rice
thai sweet chili sauce,25,Other Vegetables
thick & chunky salsa,25,Other Vegetables
thick bread,1,Wheat & Rye (Bread)
thick slab bacon,37,Pig Meat
thompson seedless grape,29,Berries & Grapes
three-cheese blend,40,Cheese
three-cheese pasta sauce,40,Cheese
tiger shrimp,43,Shrimps (farmed)
tilapia fillet,42,Fish (farmed)
tilsiter cheese,40,Cheese
tiny new potato,6,Potatoes
tiny pea,11,Peas
tiny pumpkin,25,Other Vegetables
toasted almond,12,Nuts
toasted breadcrumb,1,Wheat & Rye (Bread)
toasted corn cereal,2,Maize (Meal)
toasted hazelnut,12,Nuts
toasted oat cereal,4,Oatmeal
toasted rice cereal,5,Rice
toasted sliced almond,12,Nuts
toasted wheat germ,1,Wheat & Rye (Bread)
toblerone chocolate bar,33,Dark Chocolate
toffee ice cream,39,Milk
tofu,15,Tofu
tofu crumble,15,Tofu
tofu hot dog,15,Tofu
tofu shirataki noodle,15,Tofu
tofu sour cream,15,Tofu
tofutti better-than-cream-cheese,15,Tofu
tofutti sour cream,15,Tofu
tomatillo salsa,25,Other Vegetables
tomato,21,Tomatoes
tomato and basil pasta sauce,21,Tomatoes
tomato base barbecue sauce,21,Tomatoes
tomato basil garlic seasoning,21,Tomatoes
tomato basil pasta sauce,21,Tomatoes
tomato basil soup mix,21,Tomatoes
tomato bisque soup,21,Tomatoes
tomato bouillon,21,Tomatoes
tomato bouillon cube,21,Tomatoes
tomato bruschetta topping,21,Tomatoes
tomato chili sauce,25,Other Vegetables
tomato chutney,21,Tomatoes
tomato cocktail juice,21,Tomatoes
tomato concentrate,21,Tomatoes
tomato jam,21,Tomatoes
tomato juice,21,Tomatoes
tomato ketchup,21,Tomatoes
tomato paste,21,Tomatoes
tomato puree,21,Tomatoes
tomato relish,21,Tomatoes
tomato rice soup,21,Tomatoes
tomato sauce,21,Tomatoes
tomato sauce & mushroom,25,Other Vegetables
tomato soup,21,Tomatoes
tomato soup mix,21,Tomatoes
tomatoes and green chily,21,Tomatoes
tomatoes in puree,21,Tomatoes
tomatoes seasoned,21,Tomatoes
top loin beef,34,Beef (beef herd)
top loin pork chop,37,Pig Meat
top round beef,34,Beef (beef herd)
top round steak,34,Beef (beef herd)
top sirloin steak,34,Beef (beef herd)
topside steak,34,Beef (beef herd)
torani orange syrup,26,Citrus Fruit
tri-tip steak,34,Beef (beef herd)
tropical fruit salad,25,Other Vegetables
trout,42,Fish (farmed)
trout fillet,42,Fish (farmed)
tuna,42,Fish (farmed)
tuna fillet,42,Fish (farmed)
tuna fish,42,Fish (farmed)
tuna in brine,42,Fish (farmed)
tuna in olive oil,20,Olive Oil
tuna in vegetable oil,42,Fish (farmed)
tuna in water,42,Fish (farmed)
tuna packed in oil,42,Fish (farmed)
tuna salad,42,Fish (farmed)
tuna steak,42,Fish (farmed)
turban squash,25,Other Vegetables
turbinado sugar,8,Cane Sugar
turkey,38,Poultry Meat
turkey bacon,37,Pig Meat
turkey bone,38,Poultry Meat
turkey breast,38,Poultry Meat
turkey breast cutlet,38,Poultry Meat
turkey breast half,38,Poultry Meat
turkey breast tenderloin,38,Poultry Meat
turkey broth,38,Poultry Meat
turkey carcas,38,Poultry Meat
turkey chili,38,Poultry Meat
turkey chop,38,Poultry Meat
turkey cutlet,38,Poultry Meat
turkey dripping,38,Poultry Meat
turkey drumstick,38,Poultry Meat
turkey fat,38,Poultry Meat
turkey fillet,38,Poultry Meat
turkey giblet,38,Poultry Meat
turkey gizzard,38,Poultry Meat
turkey gravy,38,Poultry Meat
turkey gravy mix,38,Poultry Meat
turkey ham,38,Poultry Meat
turkey heart,38,Poultry Meat
turkey hot dog,38,Poultry Meat
turkey kielbasa,38,Poultry Meat
turkey leg,38,Poultry Meat
turkey meat,38,Poultry Meat
turkey neck,38,Poultry Meat
turkey part,38,Poultry Meat
turkey pastrami,38,Poultry Meat
turkey pepperoni,38,Poultry Meat
turkey polish kielbasa,38,Poultry Meat
turkey scallopini,38,Poultry Meat
turkey slice,38,Poultry Meat
turkey slouse,38,Poultry Meat
turkey stock,38,Poultry Meat
turkey stuffing,38,Poultry Meat
turkey stuffing mix,38,Poultry Meat
turkey tenderloin,38,Poultry Meat
turkey thigh,38,Poultry Meat
turkey wing,38,Poultry Meat
turkish bread,1,Wheat & Rye (Bread)
turnip,23,Root Vegetables
turnip green,25,Other Vegetables
twelve-grain bread,1,Wheat & Rye (Bread)
umeboshi plum paste,31,Other Fruit
unblanched whole almond,12,Nuts
unbleached bread flmy,1,Wheat & Rye (Bread)
unbleached cane sugar,8,Cane Sugar
unbuttered and unsalted popcorn,2,Maize (Meal)
uncle bens wild rice,5,Rice
uncooked rice,5,Rice
unpopped popcorn,2,Maize (Meal)
unrefined sugar,8,Cane Sugar
unsalted almond,12,Nuts
unsalted chicken stock,38,Poultry Meat
unsalted creamy peanut butter,13,Groundnuts
unsalted dry roasted peanut,13,Groundnuts
unsalted macadamia nut,12,Nuts
unsalted nut,12,Nuts
unsalted peanut,13,Groundnuts
unsalted peanut butter,13,Groundnuts
unsalted pistachio nut,12,Nuts
unsalted pumpkin seed,25,Other Vegetables
unsalted vegetable stock,24,Brassicas
unseasoned breadcrumb,1,Wheat & Rye (Bread)
unsmoked bacon,37,Pig Meat
unsweetened almond milk,12,Nuts
unsweetened apple cider,28,Apples
unsweetened apple juice,28,Apples
unsweetened apple juice concentrate,28,Apples
unsweetened applesauce,28,Apples
unsweetened baking chocolate,33,Dark Chocolate
unsweetened berry,29,Berries & Grapes
unsweetened blueberry,29,Berries & Grapes
unsweetened cherry,31,Other Fruit
unsweetened chocolate,33,Dark Chocolate
unsweetened chocolate chip,33,Dark Chocolate
unsweetened chocolate square,33,Dark Chocolate
unsweetened chunky applesauce,28,Apples
unsweetened coconut,31,Other Fruit
unsweetened coconut milk,31,Other Fruit
unsweetened cranberry juice,29,Berries & Grapes
unsweetened crushed canned pineapple,31,Other Fruit
unsweetened dark chocolate,33,Dark Chocolate
unsweetened dried cranberry,29,Berries & Grapes
unsweetened dried shredded coconut,31,Other Fruit
unsweetened flaked coconut,31,Other Fruit
unsweetened frozen blueberry,29,Berries & Grapes
unsweetened frozen peach slice,31,Other Fruit
unsweetened frozen sliced peach,31,Other Fruit
unsweetened fruit juice,31,Other Fruit
unsweetened grape juice,29,Berries & Grapes
unsweetened grapefruit juice,26,Citrus Fruit
unsweetened orange drink mix,26,Citrus Fruit
unsweetened orange juice,26,Citrus Fruit
unsweetened orange juice concentrate,26,Citrus Fruit
unsweetened peach,31,Other Fruit
unsweetened pineapple,31,Other Fruit
unsweetened pineapple chunk,31,Other Fruit
unsweetened pineapple juice,31,Other Fruit
unsweetened pineapple slice,31,Other Fruit
unsweetened pineapple tidbit,31,Other Fruit
unsweetened plain yogurt,39,Milk
unsweetened pomegranate juice,31,Other Fruit
unsweetened raspberry,29,Berries & Grapes
unsweetened sliced peach,31,Other Fruit
unsweetened soymilk,14,Soymilk
unsweetened strawberry,29,Berries & Grapes
unsweetened tart red cherry,31,Other Fruit
unsweetened vanilla almond milk,12,Nuts
unsweetened white grape juice,29,Berries & Grapes
unsweetened yogurt,39,Milk
valencia orange,26,Citrus Fruit
vanilla bean,10,Other Pulses
vanilla bean paste,10,Other Pulses
vanilla bean seed,10,Other Pulses
vanilla candy coating,4,Oatmeal
vanilla chocolate chip,33,Dark Chocolate
vanilla frozen yogurt,39,Milk
vanilla greek yogurt,39,Milk
vanilla ice cream,39,Milk
vanilla ice milk,39,Milk
vanilla rice milk,5,Rice
vanilla soymilk,14,Soymilk
vanilla sugar,8,Cane Sugar
vanilla yogurt,39,Milk
veal round steak,34,Beef (beef herd)
veal steak,34,Beef (beef herd)
vegan cheddar cheese,40,Cheese
vegan chicken broth,38,Poultry Meat
vegan chocolate,33,Dark Chocolate
vegan chocolate chip,33,Dark Chocolate
vegan cream cheese,40,Cheese
vegan mozzarella cheese,40,Cheese
vegan powdered sugar,8,Cane Sugar
vegan sugar,8,Cane Sugar
vegetable,24,Brassicas
vegetable beef soup,34,Beef (beef herd)
vegetable bouillon,24,Brassicas
vegetable bouillon cube,24,Brassicas
vegetable bouillon granule,24,Brassicas
vegetable broth,24,Brassicas
vegetable cocktail,24,Brassicas
vegetable cracker,24,Brassicas
vegetable dip,24,Brassicas
vegetable juice,24,Brassicas
vegetable juice cocktail,24,Brassicas
vegetable oil,19,Rapeseed Oil
vegetable seasoning,24,Brassicas
vegetable soup,24,Brassicas
vegetable soup mix,24,Brassicas
vegetable stock,24,Brassicas
vegetable stock base,24,Brassicas
vegetable stock cube,24,Brassicas
vegetable stock powder,24,Brassicas
vegetable suet,24,Brassicas
vegetarian baked bean,10,Other Pulses
vegetarian beef broth,34,Beef (beef herd)
vegetarian cheddar cheese,40,Cheese
vegetarian chicken broth,38,Poultry Meat
vegetarian chicken broth mix,38,Poultry Meat
vegetarian chili,25,Other Vegetables
vegetarian cream cheese,40,Cheese
vegetarian hamburger patty,25,Other Vegetables
vegetarian refried bean,10,Other Pulses
vegetarian vegetable soup,24,Brassicas
veggie shreds cheese,40,Cheese
velveeta american cheese spread,40,Cheese
velveeta cheese,40,Cheese
velveeta cheese product,40,Cheese
velveeta cheese slice,40,Cheese
velveeta mexican cheese,40,Cheese
velveeta pepper jack cheese,40,Cheese
velveeta shells and cheese dinner,40,Cheese
vermicelli rice noodle,5,Rice
vermont sharp cheddar cheese,40,Cheese
very strong coffee,32,Coffee
vidalia onion,22,Onions & Leeks
vienna bread,1,Wheat & Rye (Bread)
vinegar potato chip,6,Potatoes
virgin olive oil,20,Olive Oil
vital wheat gluten,1,Wheat & Rye (Bread)
vital wheat gluten flmy,1,Wheat & Rye (Bread)
walla walla onion,22,Onions & Leeks
walnut,12,Nuts
wasabi pea,11,Peas
water chestnut,12,Nuts
water-packed artichoke heart,25,Other Vegetables
watermelon,31,Other Fruit
watermelon ball,31,Other Fruit
watermelon juice,31,Other Fruit
watermelon radish,23,Root Vegetables
watermelon rind,31,Other Fruit
watermelon wedge,31,Other Fruit
wax bean,10,Other Pulses
wax pepper,25,Other Vegetables
waxed yellow bean,10,Other Pulses
wensleydale cheese,40,Cheese
westphalian ham,37,Pig Meat
wheat,1,Wheat & Rye (Bread)
wheat beer,3,Barley (Beer)
wheat berry,1,Wheat & Rye (Bread)
wheat bran,1,Wheat & Rye (Bread)
wheat bran flake,1,Wheat & Rye (Bread)
wheat bread flmy,1,Wheat & Rye (Bread)
wheat chex,1,Wheat & Rye (Bread)
wheat cracker,1,Wheat & Rye (Bread)
wheat flake,1,Wheat & Rye (Bread)
wheat flakes cereal,1,Wheat & Rye (Bread)
wheat flmy,1,Wheat & Rye (Bread)
wheat germ,1,Wheat & Rye (Bread)
wheat gluten,1,Wheat & Rye (Bread)
wheat gluten flmy,1,Wheat & Rye (Bread)
wheat hamburger bun,1,Wheat & Rye (Bread)
wheat noodle,1,Wheat & Rye (Bread)
wheat thins cracker,1,Wheat & Rye (Bread)
wheat toast,1,Wheat & Rye (Bread)
wheatables cracker,1,Wheat & Rye (Bread)
wheatberry,1,Wheat & Rye (Bread)
whipped cream cheese,40,Cheese
white almond bark,12,Nuts
white and yellow corn,2,Maize (Meal)
white baking chocolate,33,Dark Chocolate
white bean,10,Other Pulses
white bread,1,Wheat & Rye (Bread)
white bread cube,1,Wheat & Rye (Bread)
white bread flmy,1,Wheat & Rye (Bread)
white bread rolls dough,1,Wheat & Rye (Bread)
white breadcrumb,1,Wheat & Rye (Bread)
white button mushroom,25,Other Vegetables
white cabbage,24,Brassicas
white candy coating,4,Oatmeal
white castle hamburger,34,Beef (beef herd)
white cheddar cheese,40,Cheese
white cheese,40,Cheese
white cheese dip,40,Cheese
white chicken meat,38,Poultry Meat
white chicken meat packed in water,38,Poultry Meat
white chocolate,33,Dark Chocolate
white chocolate baking bar,33,Dark Chocolate
white chocolate baking square,33,Dark Chocolate
white chocolate bark,33,Dark Chocolate
white chocolate candy melt,33,Dark Chocolate
white chocolate chip,33,Dark Chocolate
white chocolate chunk,33,Dark Chocolate
white chocolate curl,33,Dark Chocolate
white chocolate liqueur,33,Dark Chocolate
white chocolate sauce,33,Dark Chocolate
white chocolate wafer,33,Dark Chocolate
white cooking chocolate,33,Dark Chocolate
white corn,2,Maize (Meal)
white corn kernel,2,Maize (Meal)
white corn syrup,2,Maize (Meal)
white cornbread mix,2,Maize (Meal)
white cornmeal,2,Maize (Meal)
white cranberry juice,29,Berries & Grapes
white fish,42,Fish (farmed)
white fish fillet,42,Fish (farmed)
white grape,29,Berries & Grapes
white grape juice,29,Berries & Grapes
white grape juice concentrate,29,Berries & Grapes
white grapefruit,26,Citrus Fruit
white horseradish,23,Root Vegetables
white kidney bean,10,Other Pulses
white meat chicken,38,Poultry Meat
white minute rice,5,Rice
white mushroom,25,Other Vegetables
white onion,22,Onions & Leeks
white pea bean,10,Other Pulses
white peach,31,Other Fruit
white pearl onion,22,Onions & Leeks
white pepper,25,Other Vegetables
white potato,6,Potatoes
white processed cheese,40,Cheese
white radish,23,Root Vegetables
white rice,5,Rice
white seedless grape,29,Berries & Grapes
